+1  1:1.000000 2:-0.406015 3:-0.875000 4:0.000000 5:1.000000 6:0.750000 7:-0.684211 8:1.000000 9:1.000000 10:-0.880597 11:1.000000 12:0.000000 13:-0.747000 14:-0.982860
+1  1:1.000000 2:-0.167820 3:-0.642857 4:0.000000 5:0.538462 6:0.750000 7:-0.649123 8:1.000000 9:1.000000 10:-0.820896 11:1.000000 12:0.000000 13:-0.530000 14:-1.000000
-1  1:1.000000 2:-0.791880 3:-0.910714 4:-1.000000 5:0.076923 6:0.750000 7:-0.903509 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.860000 14:-0.995800
+1  1:1.000000 2:-0.363308 3:-0.642857 4:0.000000 5:1.000000 6:0.750000 7:-0.473684 8:1.000000 9:1.000000 10:-0.820896 11:1.000000 12:0.000000 13:-1.000000 14:-0.980000
+1  1:1.000000 2:-0.563910 3:-0.937500 4:0.000000 5:-0.076923 6:-0.250000 7:-0.932632 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.604000 14:-1.000000
+1  1:1.000000 2:-0.829474 3:-0.535714 4:0.000000 5:0.230769 6:0.750000 7:-0.897544 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-0.920000 14:-0.940920
+1  1:1.000000 2:-0.523910 3:-0.678571 4:0.000000 5:0.230769 6:-0.250000 7:-0.473684 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.670000 14:-1.000000
+1  1:-1.000000 2:-0.844511 3:-0.357143 4:0.000000 5:-0.230769 6:-0.250000 7:-0.947368 8:1.000000 9:1.000000 10:-0.940299 11:-1.000000 12:0.000000 13:-0.912000 14:-0.988180
+1  1:1.000000 2:-0.238195 3:-0.571429 4:0.000000 5:-0.076923 6:-0.250000 7:-0.909474 8:1.000000 9:1.000000 10:-0.850746 11:1.000000 12:0.000000 13:-0.892000 14:-0.978060
+1  1:-1.000000 2:-0.739248 3:-0.595357 4:0.000000 5:0.538462 6:-0.250000 7:-0.818596 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-0.871000 14:-0.934860
+1  1:-1.000000 2:-0.175338 3:-0.535714 4:0.000000 5:0.538462 6:-0.250000 7:-0.964912 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.855000 14:-1.000000
-1  1:-1.000000 2:-0.836992 3:-0.958214 4:-1.000000 5:-0.230769 6:-0.250000 7:-0.958947 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.840000 14:-1.000000
+1  1:1.000000 2:-0.543759 3:0.071429 4:0.000000 5:0.076923 6:0.750000 7:-0.625614 8:1.000000 9:1.000000 10:-0.671642 11:-1.000000 12:0.000000 13:-1.000000 14:-0.954340
-1  1:1.000000 2:-0.163007 3:-0.875000 4:0.000000 5:-0.538462 6:-0.250000 7:-0.985263 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.840000 14:-1.000000
+1  1:1.000000 2:-0.253233 3:-0.761786 4:0.000000 5:0.230769 6:-0.250000 7:-0.719298 8:1.000000 9:1.000000 10:-0.582090 11:-1.000000 12:0.000000 13:-0.617000 14:-0.973120
+1  1:1.000000 2:-0.428571 3:-0.892857 4:0.000000 5:0.846154 6:0.750000 7:-0.614035 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:1.000000 2:-0.656541 3:-0.571429 4:0.000000 5:0.076923 6:-0.250000 7:-0.929825 8:1.000000 9:1.000000 10:-0.910448 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:1.000000 2:-0.415940 3:-0.782857 4:-1.000000 5:0.076923 6:0.750000 7:-0.856842 8:1.000000 9:1.000000 10:-0.970149 11:1.000000 12:0.000000 13:-0.820000 14:-0.639460
+1  1:-1.000000 2:-0.491128 3:-0.142857 4:0.000000 5:0.076923 6:-0.250000 7:-0.859649 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-0.780000 14:-0.999620
+1  1:1.000000 2:-0.719398 3:-0.821429 4:0.000000 5:0.076923 6:-0.250000 7:-0.923860 8:1.000000 9:1.000000 10:-0.671642 11:1.000000 12:0.000000 13:-0.940000 14:-0.956320
+1  1:1.000000 2:-0.601504 3:-0.946429 4:0.000000 5:0.076923 6:0.750000 7:-0.701754 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.688000 14:-0.997000
+1  1:-1.000000 2:-0.566316 3:-0.973214 4:0.000000 5:0.538462 6:-0.250000 7:-0.958947 8:1.000000 9:1.000000 10:-0.880597 11:-1.000000 12:0.000000 13:-0.920000 14:-1.000000
-1  1:1.000000 2:0.160301 3:-0.901786 4:-1.000000 5:0.076923 6:0.750000 7:-0.336140 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.800000 14:-0.998000
+1  1:1.000000 2:-0.719398 3:-0.178571 4:0.000000 5:0.230769 6:0.750000 7:-0.850877 8:1.000000 9:1.000000 10:-0.671642 11:1.000000 12:0.000000 13:-0.710000 14:-0.994320
+1  1:1.000000 2:0.794586 3:0.267857 4:0.000000 5:-1.000000 6:-1.000000 7:-1.000000 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:-1.000000 2:-0.836992 3:-0.386786 4:0.000000 5:0.846154 6:0.750000 7:-0.947368 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-0.904000 14:-1.000000
+1  1:1.000000 2:-0.661654 3:-0.107143 4:0.000000 5:-0.230769 6:-0.250000 7:-0.789474 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:-1.000000 13:-0.980000 14:-1.000000
+1  1:1.000000 2:-0.223158 3:-0.006071 4:0.000000 5:0.230769 6:-0.250000 7:-0.394737 8:1.000000 9:1.000000 10:-0.820896 11:1.000000 12:0.000000 13:-0.930000 14:-1.000000
+1  1:-1.000000 2:0.022556 3:-0.428571 4:0.000000 5:0.076923 6:-0.250000 7:-0.447368 8:1.000000 9:1.000000 10:-0.820896 11:1.000000 12:0.000000 13:-1.000000 14:-0.974800
+1  1:-1.000000 2:0.012632 3:-0.785714 4:0.000000 5:1.000000 6:-0.250000 7:-0.026316 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.481000 14:-0.965920
+1  1:1.000000 2:-0.716692 3:-1.000000 4:0.000000 5:0.846154 6:-0.250000 7:-0.994035 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
-1  1:-1.000000 2:-0.736842 3:-0.392857 4:0.000000 5:0.538462 6:-0.250000 7:-0.877193 8:1.000000 9:1.000000 10:-0.701493 11:-1.000000 12:0.000000 13:-0.920000 14:-0.980200
+1  1:1.000000 2:-0.609023 3:-0.919643 4:0.000000 5:1.000000 6:0.750000 7:-0.912281 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-1.000000 14:-0.894040
-1  1:1.000000 2:0.491128 3:-0.961429 4:0.000000 5:0.076923 6:-0.250000 7:-0.958947 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.820000 14:-1.000000
+1  1:1.000000 2:-0.601504 3:-0.892857 4:-1.000000 5:0.230769 6:-0.250000 7:-0.973684 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.740000 14:-0.978700
+1  1:-1.000000 2:-0.789474 3:-0.267857 4:0.000000 5:0.538462 6:-0.250000 7:-0.950175 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.951000 14:-1.000000
+1  1:-1.000000 2:-0.548872 3:-0.732143 4:0.000000 5:0.076923 6:-0.250000 7:-0.923860 8:1.000000 9:1.000000 10:-0.970149 11:1.000000 12:0.000000 13:-0.629000 14:-1.000000
+1  1:1.000000 2:-0.378346 3:-0.696429 4:0.000000 5:-0.692308 6:0.000000 7:-0.771930 8:1.000000 9:1.000000 10:-0.940299 11:-1.000000 12:0.000000 13:-0.726000 14:-0.987800
+1  1:1.000000 2:0.208120 3:-0.312500 4:0.000000 5:0.384615 6:-0.250000 7:-0.391930 8:1.000000 9:1.000000 10:-0.850746 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:-1.000000 2:0.175338 3:0.071429 4:0.000000 5:0.076923 6:-0.250000 7:-0.614035 8:1.000000 9:1.000000 10:-0.582090 11:-1.000000 12:0.000000 13:-1.000000 14:-0.956000
+1  1:-1.000000 2:0.285714 3:0.142857 4:0.000000 5:-0.384615 6:-1.000000 7:-1.000000 8:1.000000 9:1.000000 10:-0.552239 11:-1.000000 12:0.000000 13:-1.000000 14:-0.995060
+1  1:1.000000 2:-0.443609 3:-0.988214 4:-1.000000 5:0.076923 6:0.750000 7:-0.771930 8:1.000000 9:1.000000 10:-0.970149 11:1.000000 12:0.000000 13:-0.568000 14:-0.840000
+1  1:-1.000000 2:-0.796992 3:-0.154643 4:0.000000 5:0.076923 6:0.750000 7:-0.578947 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.660000 14:-1.000000
-1  1:-1.000000 2:-0.674286 3:-0.952143 4:0.000000 5:-0.230769 6:0.750000 7:-0.877193 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.600000 14:-1.000000
+1  1:1.000000 2:-0.716692 3:-0.205357 4:0.000000 5:1.000000 6:0.750000 7:-0.967719 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-0.900000 14:-1.000000
+1  1:1.000000 2:-0.576541 3:-0.892857 4:0.000000 5:0.230769 6:-0.250000 7:-0.859649 8:1.000000 9:1.000000 10:-0.671642 11:1.000000 12:0.000000 13:-0.566000 14:-0.999300
+1  1:1.000000 2:-0.210526 3:-0.535714 4:0.000000 5:-0.230769 6:0.000000 7:-0.754386 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-1.000000 14:-0.990000
+1  1:-1.000000 2:-0.441203 3:-0.961429 4:0.000000 5:0.846154 6:-0.250000 7:-0.997193 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.560000 14:-0.776460
+1  1:1.000000 2:-0.135338 3:-0.648929 4:-1.000000 5:0.230769 6:-0.250000 7:-0.777895 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.948000 14:-0.971160
+1  1:1.000000 2:0.293233 3:-0.125000 4:0.000000 5:-0.076923 6:-0.250000 7:-0.912281 8:1.000000 9:1.000000 10:-0.880597 11:1.000000 12:0.000000 13:-0.800000 14:-1.000000
+1  1:1.000000 2:-0.694135 3:-0.892857 4:0.000000 5:-0.846154 6:0.750000 7:-0.868421 8:1.000000 9:1.000000 10:-0.820896 11:-1.000000 12:0.000000 13:-0.800000 14:-0.993460
+1  1:-1.000000 2:-0.689323 3:-0.964286 4:0.000000 5:0.538462 6:0.750000 7:-0.912281 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-1.000000 14:-0.986440
+1  1:1.000000 2:-0.857143 3:-0.857143 4:0.000000 5:-0.692308 6:-0.250000 7:-0.894737 8:1.000000 9:1.000000 10:-0.940299 11:-1.000000 12:0.000000 13:-0.880000 14:-0.994000
-1  1:1.000000 2:-0.468571 3:0.107143 4:0.000000 5:0.076923 6:-0.250000 7:-0.964912 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.880000 14:-1.000000
+1  1:-1.000000 2:-0.676692 3:-0.964286 4:0.000000 5:0.538462 6:0.750000 7:-0.894737 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.720000 14:-0.983520
+1  1:1.000000 2:-0.150376 3:-0.300714 4:0.000000 5:1.000000 6:0.750000 7:-0.441404 8:1.000000 9:1.000000 10:-0.761194 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:1.000000 2:-0.726917 3:-0.785714 4:0.000000 5:-0.076923 6:-0.250000 7:-0.909474 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-0.740000 14:-0.984000
-1  1:1.000000 2:-0.766917 3:-0.178571 4:0.000000 5:-0.692308 6:-0.250000 7:-0.964912 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.900000 14:-0.998640
-1  1:1.000000 2:-0.285714 3:-0.875000 4:-1.000000 5:0.076923 6:0.000000 7:-0.982456 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.836000 14:-0.992000
+1  1:1.000000 2:-0.593985 3:-0.886786 4:0.000000 5:0.846154 6:0.750000 7:-0.871228 8:1.000000 9:1.000000 10:-0.641791 11:1.000000 12:0.000000 13:-0.417000 14:-0.985740
-1  1:1.000000 2:0.052632 3:0.881071 4:-1.000000 5:-1.000000 6:-1.000000 7:-1.000000 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
-1  1:1.000000 2:-0.320902 3:-0.729286 4:0.000000 5:0.230769 6:-0.250000 7:-0.918246 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.800000 14:-1.000000
+1  1:-1.000000 2:0.007519 3:-0.946429 4:0.000000 5:0.538462 6:0.750000 7:-0.807018 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-0.667000 14:-0.982160
+1  1:1.000000 2:-0.563910 3:-0.640000 4:-1.000000 5:0.076923 6:0.000000 7:-0.894737 8:1.000000 9:1.000000 10:-0.761194 11:1.000000 12:0.000000 13:-0.856000 14:-0.999860
+1  1:1.000000 2:-0.203008 3:0.535714 4:0.000000 5:0.384615 6:1.000000 7:0.403509 8:1.000000 9:1.000000 10:-0.671642 11:-1.000000 12:0.000000 13:-1.000000 14:-0.976000
+1  1:1.000000 2:-0.576541 3:-0.890000 4:0.000000 5:0.230769 6:-0.250000 7:-0.736842 8:1.000000 9:1.000000 10:-0.850746 11:1.000000 12:0.000000 13:-0.900000 14:-0.999940
-1  1:1.000000 2:0.235489 3:0.107143 4:0.000000 5:0.384615 6:1.000000 7:-1.000000 8:1.000000 9:1.000000 10:-0.402985 11:-1.000000 12:0.000000 13:-0.848000 14:-0.997400
+1  1:1.000000 2:-0.929925 3:-0.946429 4:0.000000 5:0.076923 6:-0.250000 7:-0.877193 8:1.000000 9:1.000000 10:-0.850746 11:1.000000 12:0.000000 13:-0.648000 14:-0.986200
-1  1:1.000000 2:-0.674286 3:-0.107143 4:0.000000 5:0.230769 6:-0.250000 7:-0.938596 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.740000 14:-1.000000
+1  1:-1.000000 2:-0.446015 3:-0.895714 4:0.000000 5:0.230769 6:-0.250000 7:-0.923860 8:1.000000 9:1.000000 10:-0.522388 11:-1.000000 12:0.000000 13:-0.880000 14:-0.958420
+1  1:1.000000 2:-0.656541 3:-0.750000 4:0.000000 5:0.846154 6:-0.250000 7:-0.956140 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-1.000000 14:-0.858820
+1  1:1.000000 2:-0.430978 3:-0.607143 4:0.000000 5:0.538462 6:0.750000 7:-0.614035 8:1.000000 9:1.000000 10:-0.641791 11:1.000000 12:0.000000 13:-0.592000 14:-0.980000
+1  1:1.000000 2:-0.506165 3:-0.964286 4:0.000000 5:0.076923 6:-0.250000 7:-0.877193 8:1.000000 9:1.000000 10:-0.671642 11:-1.000000 12:0.000000 13:-0.968000 14:-0.989200
+1  1:1.000000 2:-0.157895 3:-0.931429 4:0.000000 5:1.000000 6:-0.250000 7:-0.824561 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.490000 14:-0.988000
+1  1:1.000000 2:-0.513684 3:-0.868929 4:0.000000 5:0.076923 6:0.750000 7:-0.695789 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.740000 14:-0.996000
+1  1:1.000000 2:-0.821955 3:-0.973214 4:0.000000 5:0.538462 6:-0.250000 7:-0.859649 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.920000 14:-1.000000
+1  1:1.000000 2:0.132932 3:-0.997143 4:0.000000 5:1.000000 6:0.750000 7:-0.997193 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-1.000000 14:-0.940000
+1  1:-1.000000 2:0.000000 3:-0.071429 4:0.000000 5:-0.692308 6:0.000000 7:-0.637544 8:1.000000 9:1.000000 10:-0.731343 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
-1  1:1.000000 2:-0.390977 3:-0.678571 4:0.000000 5:-0.230769 6:-0.250000 7:-0.929825 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.760000 14:-1.000000
+1  1:1.000000 2:-0.150376 3:-0.985357 4:0.000000 5:-0.692308 6:0.750000 7:-0.640351 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.600000 14:-1.000000
-1  1:-1.000000 2:-0.736842 3:-0.214286 4:-1.000000 5:0.538462 6:-0.250000 7:-0.789474 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.732000 14:-1.000000
+1  1:1.000000 2:-0.080301 3:-0.964286 4:0.000000 5:-0.692308 6:0.750000 7:-0.649123 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.680000 14:-1.000000
+1  1:-1.000000 2:-0.721805 3:-0.160714 4:0.000000 5:1.000000 6:0.750000 7:-0.964912 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.700000 14:-0.988980
+1  1:1.000000 2:-0.323308 3:-0.642857 4:0.000000 5:0.076923 6:0.000000 7:-0.824561 8:1.000000 9:1.000000 10:-0.820896 11:-1.000000 12:0.000000 13:-1.000000 14:-0.992660
+1  1:1.000000 2:-0.719398 3:-0.178571 4:0.000000 5:-0.692308 6:-0.250000 7:-0.754386 8:1.000000 9:1.000000 10:-0.731343 11:-1.000000 12:0.000000 13:-0.944000 14:-0.985160
+1  1:-1.000000 2:-0.884812 3:-0.357143 4:0.000000 5:-0.230769 6:-0.250000 7:-0.903509 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:1.000000 2:-0.461053 3:0.154643 4:0.000000 5:-0.846154 6:-0.250000 7:-0.789474 8:1.000000 9:1.000000 10:-0.731343 11:-1.000000 12:0.000000 13:-0.750000 14:-0.985400
+1  1:1.000000 2:0.381053 3:-0.890000 4:0.000000 5:0.538462 6:-0.250000 7:-0.991228 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.740000 14:-1.000000
+1  1:-1.000000 2:0.546466 3:0.000000 4:0.000000 5:-1.000000 6:-1.000000 7:-1.000000 8:1.000000 9:1.000000 10:-0.671642 11:1.000000 12:0.000000 13:-1.000000 14:-0.972000
+1  1:-1.000000 2:-0.799398 3:-0.940357 4:0.000000 5:0.538462 6:-0.250000 7:-0.888772 8:1.000000 9:1.000000 10:-0.970149 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
-1  1:1.000000 2:-0.508872 3:-0.925714 4:-1.000000 5:-0.692308 6:0.000000 7:-0.964912 8:1.000000 9:1.000000 10:-0.701493 11:1.000000 12:0.000000 13:-0.868000 14:-0.999440
+1  1:1.000000 2:-0.250526 3:-0.985000 4:0.000000 5:-0.538462 6:-0.250000 7:-0.994035 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.720000 14:-1.000000
+1  1:1.000000 2:-0.581353 3:-0.017857 4:0.000000 5:0.230769 6:-0.250000 7:-0.596491 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.513000 14:-0.990000
+1  1:1.000000 2:-0.578947 3:-0.958214 4:-1.000000 5:0.846154 6:-0.250000 7:-0.982456 8:1.000000 9:1.000000 10:-0.940299 11:-1.000000 12:0.000000 13:-0.740000 14:-0.990000
+1  1:1.000000 2:0.047519 3:-0.535714 4:0.000000 5:0.538462 6:0.750000 7:-0.578947 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.650000 14:-1.000000
+1  1:-1.000000 2:-0.661654 3:-0.937500 4:0.000000 5:1.000000 6:0.750000 7:-0.927018 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.840000 14:-0.882800
+1  1:1.000000 2:-0.581353 3:-0.857143 4:0.000000 5:1.000000 6:0.750000 7:-0.929825 8:1.000000 9:1.000000 10:-0.880597 11:-1.000000 12:0.000000 13:-0.860000 14:-0.849120
+1  1:1.000000 2:-0.806917 3:-0.339286 4:0.000000 5:0.076923 6:-0.250000 7:-0.883158 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-0.960000 14:-0.999440
+1  1:-1.000000 2:0.085113 3:-0.029643 4:0.000000 5:-0.538462 6:0.750000 7:-0.403509 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:1.000000 2:0.035188 3:-0.455357 4:0.000000 5:0.230769 6:0.750000 7:0.087719 8:1.000000 9:1.000000 10:-0.641791 11:-1.000000 12:0.000000 13:-1.000000 14:-0.984200
+1  1:1.000000 2:-0.714286 3:-0.892857 4:0.000000 5:0.538462 6:-0.250000 7:-0.833333 8:1.000000 9:1.000000 10:-0.910448 11:1.000000 12:0.000000 13:-1.000000 14:-0.988360
-1  1:1.000000 2:-0.704361 3:-0.967143 4:-1.000000 5:0.230769 6:-0.250000 7:-0.815789 8:1.000000 9:1.000000 10:-0.820896 11:1.000000 12:0.000000 13:-0.792000 14:-0.993060
-1  1:1.000000 2:-0.576541 3:-0.714286 4:-1.000000 5:-0.692308 6:0.750000 7:-0.596491 8:1.000000 9:1.000000 10:-0.940299 11:1.000000 12:0.000000 13:-0.925000 14:-1.000000
+1  1:-1.000000 2:-0.338346 3:-0.934643 4:0.000000 5:-0.230769 6:-0.250000 7:-0.947368 8:1.000000 9:1.000000 10:-0.880597 11:-1.000000 12:0.000000 13:-1.000000 14:-0.968340
+1  1:-1.000000 2:0.408421 3:0.178571 4:0.000000 5:0.538462 6:-0.250000 7:-0.228070 8:1.000000 9:-1.000000 10:-1.000000 11:1.000000 12:0.000000 13:-0.979000 14:-0.788780
+1  1:1.000000 2:-0.388571 3:-0.994286 4:-1.000000 5:-0.076923 6:0.000000 7:-0.997193 8:1.000000 9:1.000000 10:-0.970149 11:1.000000 12:0.000000 13:-0.720000 14:-0.960000
+1  1:-1.000000 2:-0.789474 3:-0.261786 4:0.000000 5:0.846154 6:0.750000 7:-0.976491 8:1.000000 9:1.000000 10:-0.970149 11:1.000000 12:0.000000 13:-0.920000 14:-0.999000
+1  1:1.000000 2:-0.415940 3:-0.928571 4:0.000000 5:1.000000 6:-0.250000 7:-0.947368 8:1.000000 9:1.000000 10:-0.791045 11:1.000000 12:0.000000 13:-0.660000 14:-0.918580
+1  1:1.000000 2:-0.729323 3:-0.214286 4:0.000000 5:0.538462 6:-0.250000 7:-0.824561 8:1.000000 9:1.000000 10:-0.791045 11:1.000000 12:0.000000 13:-0.900000 14:-0.983820
+1  1:1.000000 2:0.052632 3:-0.392857 4:0.000000 5:0.076923 6:0.750000 7:-0.122807 8:1.000000 9:1.000000 10:-0.731343 11:-1.000000 12:0.000000 13:-0.819000 14:-0.966900
+1  1:1.000000 2:-0.193083 3:-0.642857 4:0.000000 5:0.076923 6:-0.250000 7:-0.649123 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-1.000000 14:-0.938700
-1  1:1.000000 2:-0.464060 3:-0.642857 4:-1.000000 5:-0.230769 6:-0.250000 7:-0.403509 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-1.000000 14:-1.000000
+1  1:-1.000000 2:-0.661654 3:-0.119286 4:0.000000 5:0.846154 6:0.750000 7:-0.754386 8:1.000000 9:1.000000 10:-0.820896 11:-1.000000 12:0.000000 13:-0.600000 14:-0.990840
+1  1:-1.000000 2:0.303158 3:0.392857 4:0.000000 5:0.076923 6:-0.250000 7:-0.614035 8:1.000000 9:1.000000 10:-0.791045 11:-1.000000 12:0.000000 13:-1.000000 14:-0.940000
+1  1:-1.000000 2:-0.473684 3:-0.732143 4:0.000000 5:0.846154 6:0.750000 7:-0.956140 8:1.000000 9:1.000000 10:-0.731343 11:1.000000 12:0.000000 13:-0.819000 14:-1.000000
-1  1:1.000000 2:-0.766917 3:-0.303571 4:0.000000 5:0.076923 6:-0.250000 7:-0.982456 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:0.000000 13:-0.860000 14:-1.000000
+1  1:-1.000000 2:0.340752 3:-0.285714 4:0.000000 5:0.538462 6:-0.250000 7:-0.719298 8:1.000000 9:1.000000 10:-0.582090 11:-1.000000 12:0.000000 13:-1.000000 14:-0.967960
+1  1:1.000000 2:-0.125413 3:-0.669643 4:0.000000 5:0.538462 6:-0.250000 7:-0.678596 8:1.000000 9:-1.000000 10:-1.000000 11:-1.000000 12:-1.000000 13:-1.000000 14:-1.000000
